xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PB04693	Bock-bier	Bockbier	Substantiv	-	Starkbier mit hohem Stammwürzegehalt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bockbier; Starkbier	Starkbier	Starkbier; Altbier; Bockbier; Braunbier	Starkbier; Altbier; Bockbier; Hefeweizen; Weizenbier; Braunbier
PB04748	Böckser	Böckser	Substantiv	1c	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Kaffee	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PB04748	Böckser	Böckser	Substantiv	1a	von verdorbenem Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Wein	Caro-Kaffee	Caro-Kaffee; Plörre; Geplämpe	Caro-Kaffee; Plörre; Geplämpe
PB04748	Böckser	Böckser	Substantiv	1b	Most, der in der Gärung das Süße verloren hat	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Traubenmost; Grappa	Most; Traubenmost; Grappa; Apfelsaftschorle; Honigwein
PB04755	Böcksler	Böcksler	Substantiv	2	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Lorke	Brühe; Plempe; Plämpe; Gesöff; Lorke; Geschlapp; Plampel	Brühe; Plempe; Plämpe; Plampel; Gesöff; Lorke; Geschlapp
PB04755	Böcksler	Böcksler	Substantiv	1	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Gänsewein; Palmwein
PB04761	Bocks-seiche	Bocksseiche	Substantiv	-	schlechtes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Bier-Limonade-Mix; Starkbier
PB04859	Bohnen-kaffee	Bohnenkaffee	Substantiv	-	Bohnenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Bohnenkaffee	Bohnenkaffee	Bohnenkaffee; Getreidekaffee; Gerstenkaffee	Bohnenkaffee; Getreidekaffee; Gerstenkaffee; Kornkaffee; Ersatzkaffee
PB04922	Polack	Polack	Substantiv	5	Rest eines Getränkes im Glas	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken	Trunk; das Trinken; Trank; Drink; Getränk	Trunk; das Trinken; Trank; Gesöff; Drink; Getränk
PB05629	Brannte-wein, Brannt-wein	Branntewein, Branntwein	Substantiv	-	Branntewein, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Feuerwasser; Kurzer; Fusel
PB05642	Branntwein-schnäpsel	Branntweinschnäpsel	Substantiv	-	ein Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Schnaps	Branntewein; Branntwein; Schnaps	Branntewein; Branntwein; Schnaps; Feuerwasser; Kurzer; Fusel; Weinbrand
PB05724	Bratz	Bratz	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Gesöff	Brühe; Lorke; Plempe; Coke; Gesöff; Plörre; Plampel	Brühe; Lorke; Plempe; Plörre; Plampel; Coke; Geschlapp; Gesöff; Plämpe; Lurke
PB05741	Brauhaus-bier	Brauhausbier	Substantiv	-	Biersorte aus Frankth	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Braunbier	Braunbier; Bockbier; Bier	Braunbier; Bockbier; Bier; Kellerbier; Leichtbier
PB06029	Preß-most	Preßmost	Substantiv	-	durch Pressen gewonnener Obstsaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft	Obstsaft	Obstsaft; Fruchtsaft; Gemüsesaft	Obstsaft; Fruchtsaft; Gemüsesaft; Saft; Orangensaft
PB06123	Briester	Briester	Substantiv	-	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Trinkmilch	Kuhmilch; Milch; Trinkmilch; Bock; Milchkaffee
PB06125	Briester-milch	Briestermilch	Substantiv	-	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milkshake; Trinkmilch	Kuhmilch; Milkshake; Trinkmilch; Milch; Trinkschokolade
PB06313	Brombeerenlaub-tee	Brombeerenlaubtee	Substantiv	-	Brombeerenblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Jägertee	Tee; Förstertee; Jägertee; Hüttentee; Hopfentee
PB06562	Brühe	Brühe	Substantiv	3b	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Gesöff	Brühe; Lorke; Coke; Gesöff; Plempe; Plämpe	Brühe; Lorke; Coke; Geschlapp; Gesöff; Plempe; Plämpe; Plampel
PB06562	Brühe	Brühe	Substantiv	2	Beeren-, Gemüsesaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Gemüsesaft; Obstsaft	Obstsaft; Gemüsesaft	Obstsaft; Gemüsesaft; Fruchtsaft	Obstsaft; Gemüsesaft; Fruchtsaft; Orangensaft; Saft
PB06562	Brühe	Brühe	Substantiv	3a	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PB06629	Brummelsbeerblätter-tee	Brummelsbeerblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Jägertee	Tee; Förstertee; Jägertee; Hüttentee; Hopfentee
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Gesöff	Brühe; Lorke; Coke; Gesöff; Plempe; Plämpe; Geschlapp	Brühe; Lorke; Coke; Geschlapp; Gesöff; Plempe; Plämpe; Plampel
PB06831	Bruttel	Bruttel	Substantiv	1c	trübe Brühe	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; Trank	Trunk; Trank; das Trinken; Getränk	Trunk; Trank; das Trinken; Getränk; Drink
PB06832	Bruttel-brühe	Bruttelbrühe	Substantiv	-	schlechtes Kaffeegetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Geplämpe; Plämpe; Lurke	Geplämpe; Plämpe; Lurke	Geplämpe; Plörre; Plempe; Plämpe; Geschlapp; Lurke
PB06974	Büchsen-milch	Büchsenmilch	Substantiv	-	Büchsenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Büchsenmilch	Büchsenmilch	Büchsenmilch; Milch; H-Milch	Büchsenmilch; Milch; H-Milch; haltbare Milch; Milchmischgetränk
PB07038	Buckskin	Buckskin	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
PB07052	Pudel	Pudel	Substantiv	2.3	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Gesöff	Brühe; Lorke; Plempe; Plämpe; Plörre; Gesöff; Geschlapp; Plampel	Brühe; Lorke; Plempe; Plörre; Plampel; Plämpe; Lurke; Gesöff; Geschlapp
PB07085	Puff	Puff	Substantiv	1.2	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Fruchtwein
PB07282	Bumpes	Bumpes	Substantiv	1.4	schlechter Wein, Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Landwein	Wein; Tafelwein; Landwein; Riesling; Fruchtwein
PB07380	Buppes	Buppes	Substantiv	1	minderwertiger Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Portwein
PB07749	Butter-milch	Buttermilch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; Kondensmilch; Milch	Buttermilch; Kondensmilch; Milch; gestandene Milch; Trinkmilch
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Bock	Kuhmilch; Milch; Bock; Trinkmilch; Met
PB07865	Butzicht-milch	Butzichtmilch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Trinkmilch	Kuhmilch; Milch; Trinkmilch; Bock; Schickermilch
PD00309	Taglöhners-wein, Taglöhner-wein	Taglöhnerswein, Taglöhnerwein	Substantiv	-	Wein, den die im Taglohn Arbeitenden von den Weinbauern erhalten	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Most
PD00533	Tal-wein	Talwein	Substantiv	-	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Landwein	Wein; Tafelwein; Landwein; Riesling; Qualitätswein
PD01407	Tausendgüldenkraut-tee	Tausendgüldenkrauttee	Substantiv	-	Tee aus Tausendguldenkraut	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee; Tee	Tee	Tee; Förstertee; Jägertee; Hüttentee	Tee; Förstertee; Jägertee; Hüttentee; Hopfentee; Kräutertee
PD01569	Tee	Tee	Substantiv	2	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Tee; Jägertee	Kräutertee; Tee; Jägertee; Förstertee; Hüttentee
PD01569	Tee	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Jägertee	Jägertee; Förstertee; Tee	Jägertee; Förstertee; Tee; Hüttentee; Aufgussgetränk
PD02004	Teufels-gesöff, Teufel-gesöff	Teufelsgesöff, Teufelgesöff	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Feuerwasser; Branntwein; Branntewein	Schnaps; Feuerwasser; Branntwein; Branntewein; Anisschnaps; Kurzer
PD02202	Dick-milch	Dickmilch	Substantiv	1	Dickmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Dickmilch	Dickmilch; Sauermilch; Magermilch; gestandene Milch; saure Milch	Dickmilch; Sauermilch; Magermilch; saure Milch; Vollmilch; gestandene Milch; haltbare Milch
PD02573	Tisch-wein	Tischwein	Substantiv	-	Wein, der zum Essen getrunken wird, Wein von geringerer Qualität	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Landwein	Wein; Tafelwein; Landwein; Trinkbares; billiger Alkohol
PD02627	Dividenden-brühe	Dividendenbrühe	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Leichtbier; Kellerbier	Bier; Leichtbier; Kellerbier; Braunbier; Altbier
PD02628	Dividenden-wasser	Dividendenwasser	Substantiv	-	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bock	Bier; Kellerbier; Bock; Radler; Bockbier
PD02922	Doppel-bier	Doppelbier	Substantiv	-	Starkbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Starkbier	Starkbier; Bockbier; Altbier	Starkbier; Bockbier; Altbier; Braunbier; Hellbier
PD02923	Doppel-bock	Doppelbock	Substantiv	-	besonders starkes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Starkbier	Starkbier; Bockbier; Braunbier	Starkbier; Bockbier; Braunbier; Leichtbier; Bier
PD02947	Doppel-kümmel	Doppelkümmel	Substantiv	-	doppelt abgezogener Kümmelbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Wermutbranntwein; Mandellikör	Kümmelbranntwein; Wermutbranntwein; Mandellikör; Anisschnaps; Johannisbeerlikör
PD03425	Drachen-töter	Drachentöter	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Landwein	Wein; Tafelwein; Landwein; Qualitätswein; Riesling
PD03596	Trank	Trank	Substantiv	1	Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trinken; Trank; Trunk	Getränk; Drink; Trinken; Trank; Trunk; das Trinken
PD03746	Trauben-most	Traubenmost	Substantiv	-	Traubenmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubenmost	Traubenmost	Traubenmost; Traubensaft; Most	Traubenmost; Traubensaft; Most; Rebensaft; Riesling
PD03753	Trauben-puff	Traubenpuff	Substantiv	-	Wein minderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Qualitätswein	Wein; Tafelwein; Qualitätswein; Rebensaft; Gänsewein
PD03764	Trauben-wein	Traubenwein	Substantiv	-	Wein aus Traubenbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Fruchtwein	Fruchtwein; Obstwein	Fruchtwein; Obstwein; Rebensaft; Tafelwein
PD03870	Treber-most	Trebermost	Substantiv		Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Landwein	Landwein; Tafelwein; Wein	Landwein; Tafelwein; Wein; Riesling; Tresterbrand
PD03871	Treber-wein	Treberwein	Substantiv		aus Traubenrückständen unter Zusatz von Zucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Riesling; Landwein	Wein; Riesling; Landwein; Tafelwein; Traubenmost
PD03964	Dreck-milch	Dreckmilch	Substantiv	-	die erste, dicke Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; saure Milch; haltbare Milch	Kuhmilch; saure Milch; haltbare Milch; Schickermilch; Milch
PD04171	Drei-männer	Dreimänner	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Qualitätswein
PD04173	Dreimänner-wein	Dreimännerwein	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Süßwein; Tafelwein
PD04291	Trester-most	Trestermost	Substantiv	-	Nachwein aus Traubentrestern	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Sauser; Traubenmost
PD04295	Trester-schnaps	Tresterschnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Tresterbrand; Tresterschnaps	Weinbrand	Weinbrand; Branntewein; Anisschnaps	Weinbrand; Branntewein; Anisschnaps; Branntwein; Absacker
PD04296	Trester-wasser	Tresterwasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinbrand	Rebensaft; Wein; Weinbrand; Süßwein; Tropfen
PD04431	Trink	Trink	Substantiv		Trunk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk	Trunk; Trank; Getränk	Trunk; Trank; Getränk; Drink; Gesöff; das Trinken
PD04433	Trink-branntwein	Trinkbranntwein	Substantiv	-	Branntwein zum Trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Branntwein	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Kurzer; Feuerwasser; Fusel
PD04436	Trinkens, Trinken	Trinkens, Trinken	Substantiv	2a	Getränk für Menschen	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken; Trank; Getränk	das Trinken; Trank; Trunk; Getränk	das Trinken; Trank; Trunk; Getränk; Drink
PD04445	Trink-wasser	Trinkwasser	Substantiv	-	Trinkwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Trinkwasser	Trinkwasser	Trinkwasser; Wasser; Leitungswasser	Trinkwasser; Wasser; Leitungswasser; Stilles Wasser; Stilles Wasser
PD04446	Trink-wein	Trinkwein	Substantiv	-	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Gänsewein; Traubenmost
PD04512	Triumph-bock	Triumphbock	Substantiv	-	Biersorte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bockbier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Bier-Limonade-Mix; Bockbier
PD04611	Tropfs-bier	Tropfsbier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Radler	Bier; Kellerbier; Radler; Schabau; Bock
PD04669	Trub, Trube	Trub, Trube	Substantiv	1	trüber Rückstand von Flüssigkeiten, bes. dergetrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Traubenmost	Traubenmost; Most; Traubensaft	Traubenmost; Most; Traubensaft; Wein; Riesling
PD04688	Trub-wein	Trubwein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinbrand	Rebensaft; Wein; Weinbrand; Tafelwein; Federweißer
PD04691	Druck	Druck	Substantiv	3	durch Keltern gewonnener Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Most	Most; Traubenmost; Rebensaft	Most; Traubenmost; Rebensaft; Traubensaft; Apfelsaft
PD04713	Drücker	Drücker	Substantiv	1c	ausgepreßter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Most	Most; Rebensaft; Traubenmost	Most; Rebensaft; Traubenmost; Wein; Gänsewein
PD04718	Drücker-wein	Drückerwein	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Fruchtwein; Obstwein
PD04804	Trunk	Trunk	Substantiv	2	Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Getränk	Getränk; Drink; Trinken; Trunk	Getränk; Drink; Trinken; Trank; Trunk; das Trinken
PD04804	Trunk	Trunk	Substantiv	1	was man auf einmal trinkt	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Drink; Getränk
PD04809	Trunk-wein	Trunkwein	Substantiv	x	minderer Wein, der als Haustrunk dient	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Fruchtwein
PD04832	Druschelbeeren-wein	Druschelbeerenwein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Orangensaft; Obstbrand
PD04844	Druschel-schnaps	Druschelschnaps	Substantiv	-	Schnaps aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Obstler; Obstwasser	Obstler; Obstwasser; Obstbrand; Obstschnaps	Obstler; Obstwasser; Obstbrand; Obstschnaps; Obstgeist; Aprikosenschnaps; Cassis
PD04846	Druschel-wein	Druschelwein	Substantiv	-	Wein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Orangensaft; Obstbrand; Wein
PD05026	Dullianer	Dullianer	Substantiv	-	Tresterwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Most
PD05027	Dullianer-brühe	Dullianerbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Brühe
PD05594	Türken-wein	Türkenwein	Substantiv		spöttische Bez. für den sehr sauren Wein des Jahres 1529	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Sauser	Rebensaft; Wein; Sauser; Federweißer; Kraneberger
PD05604	Turko	Turko	Substantiv	2	Bez. für schlechten Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Ballerbrühe; Brühe
PD05776	Tut	Tut	Substantiv	-	Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Magermilch; Trinkmilch	Milch; Magermilch; Trinkmilch; Milchmixgetränk; Dosenmilch
PE00146	Edel-wein	Edelwein	Substantiv	-	Edelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Qualitätswein	Qualitätswein; Prädikatswein; Tafelwein	Qualitätswein; Prädikatswein; Tafelwein; Süßwein; Wein
PE00257	Ehr-wein	Ehrwein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein	Prädikatswein; Qualitätswein; Perlwein; Sauser	Prädikatswein; Qualitätswein; Perlwein; Rebensaft; Tafelwein; Sauser; Federweißer; Weißer
PE00282	Eichel-kaffee	Eichelkaffee	Substantiv	-	Kaffee-Ersatz aus gerösteten Eicheln	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Eichelkaffee; Ersatzkaffee; Kaffeeersatz	Kaffeeersatz	Kaffeeersatz; Ersatzkaffee; Eichelkaffee; Espresso mit Schuss; Kornkaffee	Kaffeeersatz; Ersatzkaffee; Eichelkaffee; Zichorienkaffee; Gerstenkaffe; Espresso mit Schuss; Bodenseekaffee; Espresso; Kornkaffee; Getreidekaffee; Gerstenkaffee
PE00406	Eier-wein	Eierwein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Süßwein	Süßwein; Perlwein; Rebensaft	Süßwein; Perlwein; Rebensaft; Wein; Portwein
PE01305	Elfer, Elfter	Elfer, Elfter	Substantiv	2	ein Wein von besonderer Güte	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein	Prädikatswein; Qualitätswein; Tafelwein; Süßwein	Prädikatswein; Qualitätswein; Tafelwein; Wein; Landwein; Süßwein; Rebensaft
PE01778	Erdbeeren-schnaps, Erdbeer-schnaps	Erdbeerenschnaps, Erdbeerschnaps	Substantiv	-	auf Erdbeeren gezogener Likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Likör	Johannisbeerlikör	Johannisbeerlikör; Likör; Mandellikör	Johannisbeerlikör; Likör; Mandellikör; Cassis; Aprikosenbrand
PE01783	Erdbeeren-wein, Erdbeer-wein	Erdbeerenwein, Erdbeerwein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Roséwein; Likörwein
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Fruchtwein; Traubenmost
