ID	Lemma	Definition	Konzept	Konzept_gemappt	Antwort_Modell
PR02262	rösten, rosten	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PR02848	rupfen	trinken	Trinken	Trinken	Trinken
PS00895	säufeln	trinken	Trinken	Trinken	Trinken
PS00897	saufen	im Übermaß Alkohol trinken, sich betrinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS00897	saufen	(derb) trinken, bes. gierig, ungesittet trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS01844	schaskeln	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken	Trinken
PS01845	schaskenen	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken	Trinken
PS01847	schaskern	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken	Trinken
PS02374	schießen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS02634	schlachten	einen schlachten = einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS02992	schlauchen, schläuchen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS03228	schlenkern	trinken, einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS03523	schluckern	häufig, wiederholt trinken	Trinken.Häufig_lange_trinken	Trinken	Trinken
PS03591	schluppchen	schluckweise trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PS03596	schlürfeln	in kleinen Schlucken trinken, nippen	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PS03646	schlutzern	(in kleinen Schlucken, schlürfend) trinken	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken	Trinken	Trinken
PS03852	schmettern	trinken, einen heben	Trinken.Alkohol_trinken	Trinken	Trinken
PS03901	schmieren	trinken, zu trinken geben	Trinken	Trinken	Trinken
PS03989	schmoren	einen trinken, einen heben	Trinken.Alkohol_trinken	Trinken	Trinken
PS04187	schnallen	sich betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS04254	schnäpseln	gerne und oft Schnaps trinken	Trinken.Alkohol_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PS04255	schnapsen	Schnaps trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS04315	schnärren	einen (Wein, Schnaps) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS04576	schnellern	einen (Schoppen, Schnaps usw.) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS04881	schnurren	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS05045	schöpfen	ausgiebig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS05059	schöppeln	(gern und häufig) trinken	Trinken.Häufig_lange_trinken	Trinken	Trinken
PS05980	schwächen	Alkohol trinken, einen trinken, zechen	Trinken.Alkohol_trinken	Trinken	Trinken
PS06158	schwappeln	viel Alkohol trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS06159	schwappen	Alkohol trinken, stark trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS06319	schwefeln	einen schwefeln = einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS09525	spulen	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS10098	stauben	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS10171	stechen	einen (Schnaps) trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS10586	stemmen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS10923	stillen	trinken	Trinken	Trinken	Trinken
PS11349	stoßen	tüchtig einen trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PS12215	stülpen	Alkohol trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS12380	stürzen	ein Glas umdrehen, einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS12471	suckeln, zuckeln	trinken	Trinken	Trinken	Trinken
PS12524	suffeln, süffeln	heimlich trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PS12524	suffeln, süffeln	fortwährend übermäßig trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	Trinken	Trinken
PS12524	suffeln, süffeln	in kleinen Schlucken, genießerisch trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PS12675	süppern	in kleinen Schlucken genießerisch trinken, langsam trinken, nuckeln	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PU00207	über-sehen	sich einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PU00522	um-stoßen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PW00614	wamschen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PW01332	weg-machen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PW01510	weichen	einen trinken, saufen	Trinken.Alkohol_trinken	Trinken	Trinken
PW01705	weinen	Wein trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PW01880	weißeln	viel trinken	Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken	Trinken	Trinken
PW03130	wippen, wippchen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ00225	zaubeln, zäubeln	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ00281	zechen	(im Gasthaus) etwas trinken, verzehren; Gelage abhalten	Trinken.Alkohol_trinken	Trinken	Trinken
PZ00485	zerren	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ00847	zipfeln	in kleinen Schlückchen trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken	Trinken
PZ00874	zischen	trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ01038	zu-bringen	zutrinken, zuprosten	Trinken	Trinken	Trinken
PZ01382	zupfen	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ01410	zu-richten	betrinken	Trinken.Alkohol_trinken	Trinken	Trinken
PZ01775	zu-trinken	mit erhobenem Glas grüßen, zuprosten, zum Trinken  auffordern	Trinken	Other	other
PZ02125	zwitschern	einen trinken	Trinken.Alkohol_trinken	Trinken	Trinken
