xml:id	Lemma	Wortart	Level	Definition	Konzept	Stringabgleich	ModernGBERT	Llama3.3:70b
LG01193	Grumberebrantwein	Substantiv		Kartoffelsprit	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	0/1	1/1
LH00056	Häkel	Substantiv		Häkelnadel	kein_Trinken	1/1	1/1	1/1
LH00175	Hang	Substantiv	1.	Hang, Abhang	kein_Trinken	1/1	1/1	1/1
LH00199	Häns-chen	Substantiv		ein Achtel Liter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LH00236	Här-geld	Substantiv		Handgeld, Trinkgeld	kein_Trinken	1/1	1/1	1/1
LH00240	Harrijen	Substantiv		Handgeld, Draufgeld, Trinkgeld	kein_Trinken	1/1	1/1	1/1
LH00249	härten	Verb		aushalten	kein_Trinken	1/1	1/1	1/1
LH00270	Hase-brot	Substantiv	1.	frisches, aus neuem Korn gebackenes Brot, überh. Schwarzbrot	kein_Trinken	1/1	1/1	1/1
LH00316	Hauscht	Substantiv		auf dem Felde zusammengestellter Haufe Getreide, Heu, Klee	kein_Trinken	1/1	1/1	1/1
LH00357	Heffen	Substantiv	2.	ein Gläschen Hefenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LH00472	Henner	Substantiv		männl. Vorname Heinrich	kein_Trinken	1/1	1/1	1/1
LH00573	Hib	Substantiv		Räuschchen	kein_Trinken	1/1	1/1	1/1
LH00758	Holz	Substantiv		Holz	kein_Trinken	1/1	1/1	1/1
LH00844	Hucker	Substantiv	2.	gewohnheitsmäßiger Wirtshaussitzer	kein_Trinken	1/1	1/1	1/1
LH00862	Huffen	Substantiv	1.	Haufen	kein_Trinken	1/1	1/1	1/1
LI00092	in-schenken	Verb		einschenken	kein_Trinken	1/1	1/1	1/1
LI00095	in-schlagen	Verb		Obst, bes. Zwetschen in ein Faß füllen, um Schnaps herzustellen	kein_Trinken	1/1	1/1	1/1
LI00116	irich	Adjektiv		eigensinnig, dickköpfig, nicht aufgelegt zu etwas	kein_Trinken	1/1	1/1	1/1
LI00185	iwer-hewen	Verb		zu schwer heben, so daß man sich einen Schaden zuzieht	kein_Trinken	0/1	1/1	1/1
LK00024	Kaffee	Substantiv	1.	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	0/1	1/1
LK00024	Kaffee	Substantiv	2.	Kaffeehaus	kein_Trinken	0/1	1/1	0/1
LK00025	Kaffeebich	Substantiv		Kaffeebäuche, Spottname der Saargemünder wegen ihrer Vorliebe für Kaffee	kein_Trinken	1/1	1/1	0/1
LK00026	Kaffeebinz	Substantiv		Kaffeekanne	kein_Trinken	1/1	1/1	1/1
LK00028	Kaffeebrih	Substantiv		schlechter Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	1/1	1/1
LK00032	Kaffeehôr	Substantiv		(eigentl. Kaffeehorn) Kaffeeschwester	kein_Trinken	1/1	1/1	1/1
LK00034 	Kaffeesatz 	Substantiv		Kaffeesatz	kein_Trinken	1/1	1/1	1/1
LK00036	Kaffeeseh	Substantiv		Kaffeesieb	kein_Trinken	1/1	1/1	1/1
LK00038	Kaffeetût	Substantiv		Kaffeeschwester	kein_Trinken	1/1	1/1	1/1
LK00097	Kamelot	Substantiv		schlechte Ware	kein_Trinken	1/1	1/1	1/1
LK00131	kanen	Verb		schwätzen	kein_Trinken	1/1	1/1	1/1
LK00144	kanone-voll	Adjektiv		völlig betrunken	kein_Trinken	1/1	1/1	1/1
LK00169	kappeisen, sich	Verb		sich zanken, streiten, prügeln	kein_Trinken	1/1	1/1	1/1
LK00191	kär	Adjektiv		wählerisch, empfindlich gegen schmutzige Arbeit u. unsaubere Speisen	kein_Trinken	1/1	1/1	1/1
LK00259	Kassis	Substantiv	2.	Likör, der aus der Frucht derselben zubereitet wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LK00261	Kass-meier	Substantiv		Name des obersten Vogteibeamten, des Meiers der ganzen Vogtei. Seine Befugnisse werden folgendermaßen umgrenzt	kein_Trinken	1/1	1/1	1/1
LK00306	Kauze-kopp	Substantiv	1.	Kaulquappe	kein_Trinken	1/1	1/1	1/1
LK00343	Keizen	Substantiv	2.	schlechter Wein, Krätzer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
LK00372	Kelterwein	Substantiv		Wein von gekelterten Trauben im Gegensatz zu	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
LK00379	kennich	Adjektiv	1.	kundig, bewandert	kein_Trinken	1/1	1/1	1/1
LK00547	Kirsch	Substantiv	2.	Kirschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LK00569	Kischt	Substantiv	2.	Rausch	kein_Trinken	1/1	1/1	1/1
LK00588	kitterlich	Adjektiv	1.	schwächlich, kränklich, schwer aufzuziehen	kein_Trinken	1/1	1/1	1/1
LK00619	Klä(n)-mihl	Substantiv		Kleinmühle, Ortsbezeichnung in der Gemeinde Rieding	kein_Trinken	1/1	1/1	1/1
LK00629	Kläpper II	Substantiv		altes Pferd	kein_Trinken	1/1	1/1	1/1
LK00637	kläsper	Adjektiv		schmächtig, unansehnlich, zart gebaut; geschmeidig	kein_Trinken	1/1	1/1	1/1
LK00640	Klatsch-ros	Substantiv		Klatschmohn, Klatschrose	kein_Trinken	1/1	1/1	1/1
LK00646	Klauschder	Substantiv		Vorhängeschloß	kein_Trinken	1/1	1/1	1/1
LK00974	Konkel	Substantiv	2.	Säuferin	kein_Trinken	1/1	1/1	1/1
LK01012	koren	Verb		kosten; versuchen, wie etwas schmeckt	kein_Trinken	1/1	1/1	1/1
LK01030 	Koschthaus 	Substantiv		Haus, in dem man beköstigt wird	kein_Trinken	1/1	1/1	1/1
LK01048	Kotzpenning	Substantiv		Gottespfennig, Trinkgeld, Almosen	kein_Trinken	1/1	1/1	1/1
LK01060	Kowen-bretchen	Substantiv		Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LK01109	kränkeldich	Adjektiv		kränklich	kein_Trinken	1/1	1/1	1/1
LK01148	Krebs	Substantiv		Krebs (auch als Krankheit)	kein_Trinken	1/1	1/1	1/1
LK01183	Krempel	Substantiv		Trödel, Kleinverkauf	kein_Trinken	1/1	1/1	1/1
LK01200	Kresch	Substantiv		Kleie	kein_Trinken	1/1	1/1	1/1
LK01217	Krid	Substantiv		Kreide	kein_Trinken	1/1	1/1	1/1
LK01239	Krippel	Substantiv	1.	Krüppel	kein_Trinken	1/1	1/1	1/1
LK01499	Kwetsch I	Substantiv	2.	Zwetschenschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LK01505	Kwetschwasser	Substantiv		Zwetschenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LK01511	Kwisel	Substantiv		scheinheilige Person, Betschwester .	kein_Trinken	1/1	1/1	1/1
LL00043	laden I	Verb	4.	sich mit Speise u. Trank überladen	kein_Trinken	1/1	1/1	1/1
LL00138	Läpp II	Substantiv		Schlamm	kein_Trinken	1/1	1/1	1/1
LL00146	läppsen	Verb		nippen; essen od. trinken wie einer, dem es nicht recht schmeckt	Trinken.Langsam_kleine_Mengen_trinken	1/1	0/1	1/1
LL00147	Läppsert	Substantiv		Mensch, der im Essen u. Trinken nicht recht zugreift	kein_Trinken	1/1	1/1	1/1
LL00196	lebbern	Verb		nippen' schlürfen	Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken	1/2	1/2	1/2
LL00286	Leit I	Substantiv		Schicht	kein_Trinken	1/1	1/1	1/1
LL00307	Lenkert	Substantiv		Langbalken am Wagen	kein_Trinken	1/1	1/1	1/1
LL00401	Lier	Substantiv		Holzapfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	0/1
LL00467	literen	Verb	2.	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken 	0/1	1/1	1/1
LL00553	Lump	Substantiv		Lump, Verschwender, Trunkenbold	kein_Trinken	1/1	1/1	1/1
LL00565	lumpen	Substantiv		zechen, schlemmen	Trinken.Alkohol_trinken	1/1	1/1	0/1
LM00027	Mawebitter	Substantiv		Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LM00226	Matten	Substantiv	1.	geronnene Milch, aus der Käse gemacht wird; Käsmatte	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	0/1
LM00254	Mawe	Substantiv		Magen	kein_Trinken	1/1	1/1	1/1
LM00280	Mehlsuffe	Substantiv		Trank mit beigemischtem M. für die Haustiere	Getränk	1/1	0/1	0/1
LM00317	Melkersch	Substantiv		soviel Milch, als in einem Mal gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	0/1
LM00401	Mih	Substantiv		Mühe	kein_Trinken	1/1	1/1	1/1
LM00416	Milch	Substantiv		Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
LM00422	Milchhawe	Substantiv		Milchtopf	kein_Trinken	1/1	1/1	0/1
LM00432	Milings-spiel	Substantiv		Ziehen der Losnummer, Aushebung der Rekruten	kein_Trinken	1/1	1/1	1/1
LM00465	Minut	Substantiv	2.	Kaffeegeschirr; Topf, in welchem der Kaffee schnell zubereitet werden kann	kein_Trinken	1/1	1/1	1/1
LM00470	Mirabell	Substantiv	2.	Mirabellenbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LM00525	Mo	Substantiv		Magen	kein_Trinken	1/1	1/1	1/1
LM00556	Molken	Substantiv		Käsewasser in der Dickmilch	kein_Trinken	1/1	0/1	1/1
LM00620	Moschketeller	Substantiv		Muskatellertraube, –wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	0/1	1/1
LM00677	Mupp	Substantiv		schlechter, minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LM00713	Musikante-brih	Substantiv		(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0/1	1/1	1/1
LN00045	nah-setzen	Verb		nachlaufen	kein_Trinken	1/1	1/1	1/1
LN00142	nennen	Verb	1.	nennen	kein_Trinken	1/1	1/1	1/1
LN00228	Ninni	Substantiv		Milch in der Kindersprache	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
LN00236	Nips	Substantiv		unentwickeltes Kind, das nichts essen will	kein_Trinken	1/1	1/1	1/1
LN00340	Nunn	Substantiv		Nonne, Klosterfrau. Rda	kein_Trinken	1/1	1/1	1/1
LO00079	Ohr-kapp	Substantiv	1.	Ohrenkappe der Pferde	kein_Trinken	1/1	1/1	1/1
LO00248	Owes-dronk	Substantiv		Abendtrunk	Getränk	0/1	0/1	0/1
LO00251	Owesstrach	Substantiv		die am Abend gemolkene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	0/1
LR00037	rädelen	Verb	2.	zuviel essen od. trinken	Trinken.Schnell_große_Mengen_trinken	0/1	1/1	0/1
LR00162	Rattegift	Substantiv		schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LR00186	Rausch	Substantiv	1.	Betrunkenheit	kein_Trinken	1/1	1/1	1/1
LR00237	Reff I	Substantiv		Wasserabfluß	kein_Trinken	1/1	1/1	1/1
LR00242	regalieren	Verb	1.	bewirten, die Zeche bezahlen	kein_Trinken	1/1	1/1	1/1
LR00242	regalieren	Verb	2.	sich durch Speise u. Trank laben	kein_Trinken	1/1	1/1	1/1
LR00273	reihen	Verb		reihen, in die Reihe stellen	kein_Trinken	1/1	1/1	1/1
LR00330	Rend I	Substantiv		Runde	Getränk	0/1	1/1	0/1
LR00400	Ribott	Substantiv		Rausch, Saufgelage	kein_Trinken	1/1	1/1	1/1
LR00483	Rissius	Substantiv		(scherzh.) einer, der viel Kleider zerreißt	kein_Trinken	1/1	1/1	1/1
LR00546	Ronsch	Substantiv		Schaukel, Schaukelstange, Schaukelbrett	kein_Trinken	1/1	1/1	1/1
LR00588	Rot-hus	Substantiv		Rathaus	kein_Trinken	1/1	1/1	1/1
LR00654	rumpeldich	Adjektiv	1.	runzelig, faltig, zerknittert	kein_Trinken	1/1	1/1	1/1
LR00660	Runding	Substantiv		Runde	Getränk	0/1	1/1	0/1
LR00673	Rusch	Substantiv		Rausch	kein_Trinken	1/1	1/1	1/1
LR00683	Russ	Substantiv	1.	Russe	kein_Trinken	1/1	1/1	1/1
LS00052	Saft	Substantiv		Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	1/1	1/1	1/1
LS00079	Salopp	Substantiv		schmutzige Weibsperson	kein_Trinken	1/1	1/1	1/1
LS00142	Sattel	Substantiv	1.	Sattel	kein_Trinken	1/1	1/1	1/1
LS00146	Satz I	Substantiv	2.	Bodensatz, Niederschlag einer jeden Flüssigkeit	kein_Trinken	1/1	1/1	1/1
LS00209	schacheren	Verb		schachern, handeln	kein_Trinken	1/1	1/1	1/1
LS00279	Schampanjer	Substantiv		Champagnerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	0/1	0/1	1/1
LS00327	Scharlacher	Substantiv		Schnaps, sog. nach der Farbe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LS00397	Scheiss-mek	Substantiv		Schmeißfliege, gemeine Schlammfliege	kein_Trinken	1/1	1/1	1/1
LS00441	schepplen	Verb		trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen	Trinken	1/1	1/1	0/1
LS00468	schicker	Adjektiv		betrunken	kein_Trinken	1/1	1/1	1/1
LS00518	Schind-mähr	Substantiv	1.	Schindmähre; alter, elender Gaul	kein_Trinken	1/1	1/1	1/1
LS00572	Schit	Substantiv		Scheit Holz	kein_Trinken	1/1	1/1	1/1
LS00617	Schlamp I	Substantiv		Schmaus, Festmahl, bes. Leichen- und Kindtaufschmaus	kein_Trinken	1/1	1/1	1/1
LS00650	Schlauder-wasser	Substantiv		dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	1/1	1/1
LS00708	Schlewe-schnabbs	Substantiv		Schlehenschnapps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LS00742	schlirpsen	Verb	1.	schlürfen beim Trinken	Trinken.Geräuschvoll_trinken	1/1	1/1	1/1
LS00772	schlotzen	Verb	1.	schlürfen, mit Wohlbehagen trinken, schmatzen	Trinken.Geräuschvoll_trinken	1/1	1/1	1/1
LS00775	Schluck I	Substantiv	1.	Schluck, Zug	kein_Trinken	1/1	1/1	0/1
LS00787	Schlupp I	Substantiv	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LS00787	Schlupp I	Substantiv	1.	Schluck, Zug, Mundvoll	kein_Trinken	1/1	1/1	0/1
LS00789	schluppen	Verb		einen Schluck tun, zechen	Trinken.Alkohol_trinken	1/1	0/1	1/1
LS00790	schlurben	Verb	2.	schlürfen, geräuschvoll trinken	Trinken.Geräuschvoll_trinken	1/1	1/1	1/1
LS00792	Schluri	Substantiv	2.	Spitzname für schlechten Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	0/1	0/1	1/1
LS00824	schmatzen	Verb	2.	mit Wohlbehagen trinken	Trinken	1/1	0/1	0/1
LS00860	schmodeln	Verb	1.	ungeschickt, schlecht kochen	kein_Trinken	1/1	1/1	1/1
LS00861	Schmodler	Substantiv		einer, der schmodelt; unreinlicher Mensch	kein_Trinken	1/1	1/1	1/1
LS00907	Schnaps	Substantiv		Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LS00908 	Schapsbuddel 	Substantiv		Schnapsflasche	kein_Trinken	1/1	1/1	1/1
LS00912	Schapskessel	Substantiv	b)	Schnapsnase	kein_Trinken	1/1	1/1	1/1
LS00916	Schapslischt	Substantiv		Trinkerliste	kein_Trinken	1/1	1/1	1/1
LS00917 	Schapsnas 	Substantiv		Schnapstrinker	kein_Trinken	1/1	1/1	1/1
LS00918	Schnapser	Substantiv		Schnapstrinker. Die Bewohner von Bettweiler (. Saargemünd) heißen Schnapser.	kein_Trinken	1/1	1/1	1/1
LS01000	Schnik	Substantiv		Fusel, schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LS01001	Schnikert	Substantiv		Schnapstrinker	kein_Trinken	1/1	1/1	1/1
LS01005	Schnips	Substantiv	1.	kleiner Rausch	kein_Trinken	1/1	1/1	1/1
LS01029	Schnorres	Substantiv	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LS01070	schocken	Verb		anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken	Trinken	0/1	0/1	0/1
LS01104	Schoning	Substantiv		Schonung	kein_Trinken	1/1	1/1	1/1
LS01115	Schorbacher	Substantiv		gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LS01117	schores	Substantiv		betrunken	kein_Trinken	1/1	1/1	1/1
LS01144	schrampen, schrompen, schrompelen	Verb		schrumpfen	kein_Trinken	1/1	1/1	1/1
LS01178	Schriner	Substantiv		Schreiner	kein_Trinken	1/1	1/1	1/1
LS01349	schwenken	Verb	3.	jemanden durch Spendung geistiger Getränke zu gewinnen suchen	kein_Trinken	1/1	1/1	1/1
LS01415	Seidel	Substantiv		u. n. Getränk- u. Flüssigkeitsmaß, die Halbe	kein_Trinken	0/1	1/1	1/1
LS01418	Seih	Substantiv		Seihe, feines Sieb für Kaffee, Milch u. dgl	kein_Trinken	0/1	1/1	1/1
LS01436	selen I	Verb	1.	sudeln, beschmutzen	kein_Trinken	1/1	1/1	1/1
LS01522	Siffer	Substantiv		Säufer, Trunkenbold	kein_Trinken	1/1	1/1	1/1
LS01523	Siffersch	Substantiv		Säuferin	kein_Trinken	1/1	1/1	1/1
LS01524	sifflen	Verb		anhaltend u. viel trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken	0/1	1/1	1/1
LS01563	Sirop	Substantiv		Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	1/1	1/1	0/1
LS01713	Spenn	Substantiv	1.	Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0/1	1/1	1/1
LS01837	Spret	Substantiv	1.	Sprit, Spiritus, schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LS01849	Spritzer	Substantiv	2.	leichter Rausch	kein_Trinken	1/1	1/1	1/1
LS01858	Spruddel	Substantiv		Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	1/1	0/1	0/1
LS01994	Stefter	Substantiv		Stifter	kein_Trinken	1/1	1/1	1/1
LS02015	Steiwer	Substantiv		kleiner Rausch	kein_Trinken	1/1	1/1	1/1
LS02065	sterrevoll	Adjektiv		ganz betrunken	kein_Trinken	1/1	1/1	1/1
LS02144	Stiwer	Substantiv		Räuschchen	kein_Trinken	1/1	1/1	1/1
LS02218	Strach	Substantiv	3.	soviel auf einmal an Milch gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	0/1	0/1	0/1
LS02220	strack	Adjektiv	4.	sinnlos betrunken	kein_Trinken	1/1	1/1	1/1
LS02255	Strechersch	Substantiv		die Menge Milch, die beim einmaligen Melken erzeugt wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	0/1
LS02261	Streck-isen	Substantiv		Bügeleisen	kein_Trinken	1/1	1/1	1/1
LS02432	Suckel	Substantiv		irgend ein Gegenstand, an dem gesogen wird, z. B. eine Zuckerstange	kein_Trinken	0/1	1/1	1/1
LS02444	Suff	Substantiv		steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs	Getränk	1/1	1/1	0/1
LS02447	Suff-lappe	Substantiv		Trinker, Säufer	kein_Trinken	1/1	1/1	1/1
LS02448	suffen	Verb		saufen	Trinken.Alkohol_trinken	1/1	1/1	1/1
LS02449	Suffer	Substantiv		Säufer, Trunkenbold	kein_Trinken	1/1	1/1	1/1
LS02450	Sufferei	Substantiv		Säuferei, anhaltendes Trinken, Trinkgelage	Trinken.Alkohol_trinken;Trinken.Häufig_lange_trinken	0/1	1/1	1/1
LS02490 	Surmilich 	Substantiv		Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
LU00186	us-blosen	Verb		ausblasen	kein_Trinken	1/1	1/1	1/1
LU00188	us-butschen	Verb		entgleiten	kein_Trinken	1/1	1/1	1/1
LU00253	us-suffen	Verb		leer saufen	Trinken.Austrinken	0/1	1/1	0/1
LW00068	wall-fahren	Verb		eine Wallfahrt machen	kein_Trinken	1/1	1/1	1/1
LW00123	Warzel	Substantiv		Warze. In der Saargegend entfernt man dieselben durch Umbinden eines Seidenfadens, der immer enger gezogen wird u. so lange bleibt, bis die Warzen absterben	kein_Trinken	1/1	1/1	1/1
LW00150	Wasser	Substantiv	2.	wässeriger Kaffee, dünne Suppe	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	1/1	0/1	1/1
LW00150	Wasser	Substantiv	2.	in aller Frühe getrunkener Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	0/1	1/1	1/1
LW00164	Wässich	Substantiv		Molke, wässeriger Teil der Milch	kein_Trinken	1/1	1/1	1/1
LW00177	watzen	Verb		rasch, in kleinen Schritten gehen	kein_Trinken	1/1	1/1	1/1
LW00353 	Widderdaifer 	Substantiv		Name für Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	0/1	1/1	1/1
LW00386	Wih-wasser	Substantiv	2.	Schnaps, der in der Frühe getrunken wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
LW00407	Win	Substantiv		Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	1/1	1/1	1/1
LW00410 	Winessich 	Substantiv		Weinessig	kein_Trinken	1/1	1/1	1/1
LW00413	Wingart	Substantiv		Steueraufseher für Getränke, Steuerbote	kein_Trinken	1/1	1/1	1/1
LW00439	Winkof	Substantiv	1.	Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags	Getränk	1/1	1/1	0/1
LW00444	Winscho	Substantiv		Glühwein	Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	1/1	1/1	0/1
LW00464	Wirt	Substantiv		Wirt, Gastwirt. Wdgn	kein_Trinken	1/1	1/1	1/1
LW00466 	Wirtshus 	Substantiv		Wirtshaus	kein_Trinken	1/1	1/1	1/1
LW00467	Wirtslitt	Substantiv		Wirte	kein_Trinken	1/1	1/1	1/1
LW00469	Wirtei	Substantiv		Wirtsgewerbe, Wirtschaft	kein_Trinken	1/1	1/1	1/1
LW00471	Wirtschaft	Substantiv		Wirtschaft, Wirtshaus	kein_Trinken	1/1	1/1	1/1
LW00478	Wisch	Substantiv	4.	Wirtshausschild, Bier- oder Weinzeichen	kein_Trinken	0/1	1/1	1/1
LW00504	Witing	Substantiv		Weite, Umfang, Entfernung	kein_Trinken	1/1	1/1	1/1
LZ00034	Zapen	Substantiv	1.	Zapfen am Faß, an der Flasche, am Gebälk, Eiszapfen	kein_Trinken	1/1	1/1	1/1
LZ00038	zappen	Verb	1.	Wein, Bier vom Zapfen schenken	kein_Trinken	0/1	0/1	1/1
LZ00093	Zeremonie	Substantiv	1.	kirchliche Aufführungen	kein_Trinken	1/1	1/1	1/1
LZ00125	ziehen	Substantiv	4.	zapfen	kein_Trinken	0/1	1/1	1/1
LZ00126	Zieh-stang	Substantiv		dehnbare Zuckerstange	kein_Trinken	1/1	1/1	1/1
LZ00177	Ziwel-kalenner	Substantiv		Zwiebelkalender. Zum Vorherbestimmen des Wetters für die 12 Monate des künftigen Jahres werden während der Weihnachtsnacht 12 Stücke einer Zwiebel mit Salz belegt; je nach der Feuchtigkeit od. Trockenheit derselben wird der betreffende Monat naß od. trocken sein.	kein_Trinken	1/1	1/1	1/1
LZ00202	Zuck	Substantiv		Zug, Ziehleistung, Zug beim Trinken	kein_Trinken	1/1	0/1	0/1
LZ00261	Zwelfer	Substantiv		ein Schnaps zu 12	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	1/1	1/1	1/1
PA00150	Abend-milch	Substantiv	-	Milch, die am Abend gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	1/1	1/1	1/1
PA00155	Abend-schoppen	Substantiv	-	Abendschoppen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	0/1	0/1	0/1
PA00191	ab-fahren	Verb	I1d	durch Fahren abnützen	kein_Trinken	1/1	1/1	1/1
PA00232	ab-fordern	Verb	-	von einem etwas fordern	kein_Trinken	1/1	1/1	1/1
PA00275	ab-gießen	Verb	-	vom Satz durch Gießen entfernen	kein_Trinken	1/1	1/1	1/1
PA00292	ab-handeln	Verb	1	unter viel Handeln, Feilschen etwas abkaufen	kein_Trinken	1/1	1/1	1/1
PA00305	ab-heben	Verb	I2f	einen trinken	Trinken.Alkohol_trinken	0/1	1/1	1/1
PA00327	ab-jagen	Verb	1	durch Jagen ermüden, abhetzen	kein_Trinken	1/1	1/1	1/1
PA00345	Ab-kauf	Substantiv	+	Loskauf	kein_Trinken	1/1	1/1	1/1
PA00411	ab-lassen	Verb	II	sich von einem, von etwas trennen	kein_Trinken	1/1	1/1	1/1
PA00425	ab-ledig	Adjektiv	-	fade	kein_Trinken	1/1	1/1	1/1
PA00563	ab-rüffeln	Verb	-	derb ausschelten	kein_Trinken	1/1	1/1	1/1
PA00579	ab-saufen	Verb	1a	oben heruntersaufen	Trinken	0/1	0/1	0/1
PA00610	ab-schießen	Verb	1c'a	einen (Wein) trinken	Trinken.Alkohol_trinken	1/1	1/1	0/1
PA00709	ab-setzen	Verb	1f	des Amtes entheben	kein_Trinken	1/1	1/1	1/1
PA00746	ab-spulen	Verb	-	abspulen	kein_Trinken	1/1	1/1	1/1
PA00764	ab-steigen	Verb	1.2	einkehren	kein_Trinken	1/1	1/1	1/1
PA00769	ab-stellen	Verb	2a	ein Gehwerk zum Stehen bringen	kein_Trinken	1/1	1/1	1/1
