"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"PS07765"	"Soda-wasser"	"Substantiv"	"-"	"kohlensäurehaltiges Mineralwasser, Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS08119"	"Soruf"	"Substantiv"	"-"	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PS08372"	"Spät-lese"	"Substantiv"	2	"Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS08583"	"Speicher-kaffee"	"Substantiv"	"-"	"Kaffee-Ersatz aus geröstetem Getreide"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"kein_Trinken"
"PS08731"	"Sperben-wein"	"Substantiv"	"-"	"Wein aus Früchten des Speierling oder mit Speierlingzusatz"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS09049"	"Spitzbohnen-kaffee"	"Substantiv"	"-"	"Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä."	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"kein_Trinken"
"PS09112"	"Spitzen-wein"	"Substantiv"	"-"	"besonders guter, hervorragender Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS09411"	"Sprit"	"Substantiv"	2	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS09417"	"Spritzel-wasser"	"Substantiv"	"-"	"Mineralwasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS09424"	"Spritzer"	"Substantiv"	"x1b"	"mit Sodawasser gemischter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS09465"	"Sprudel"	"Substantiv"	"-"	"kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS09496"	"Sprutzel-wasser"	"Substantiv"	"-"	"Mineralwasser mit Kohlensäure"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PS09525"	"spulen"	"Verb"	"x2b"	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PS09547"	"Spül-wasser"	"Substantiv"	2	"dünnes, fades Getränk"	"Getränk"	"Getränk"
"PS09548"	"Spülwasser-brühe"	"Substantiv"	"-"	"dünnes, fades Getränk"	"Getränk"	"Getränk"
"PS09663"	"Stachelbeer-wein"	"Substantiv"	"-"	"Obstwein aus Stachelbeeren"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PS10051"	"Stark-bier"	"Substantiv"	"-"	"eine Biersorte mit besonders viel Stammwürze"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS10098"	"stauben"	"Verb"	5	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS10171"	"stechen"	"Verb"	5	"einen (Schnaps) trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS10292"	"Steh-schoppen"	"Substantiv"	"-"	"vor dem Heimgehen an der Theke der Wirtschaft getrunkenes Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"
"PS10586"	"stemmen"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS10654"	"Sternen-bier, Stern-bier"	"Substantiv"	"-"	"Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS10768"	"Stich-wein"	"Substantiv"	2	"Wein mit einem Essigstich"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS10768"	"Stich-wein"	"Substantiv"	1	"der Wein eines vorzüglichen Jahrganges"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS10811"	"Stieber"	"Substantiv"	"3b'g"	"der große Durst nach einem Rausch, Brand"	"Durst"	"Durst"
"PS10923"	"stillen"	"Verb"	"2c"	"trinken"	"Trinken"	"Trinken"
"PS11136"	"Stoff, Stuft"	"Substantiv"	3	"alkoholisches Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk"
"PS11275"	"Storchen-bier"	"Substantiv"	"-"	"Bier der Storchenbrauerei in Speyer"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS11336"	"Storzen"	"Substantiv"	5	"ein Bier- oder Weinrest"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS11348"	"Stößel-wein"	"Substantiv"		"Wein aus unreifen, zerstampften Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS11349"	"stoßen"	"Verb"	"5d"	"tüchtig einen trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PS11375"	"Stoß-milch"	"Substantiv"	"-"	"Buttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PS12215"	"stülpen"	"Verb"	2	"Alkohol trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS12380"	"stürzen"	"Verb"	"3b"	"ein Glas umdrehen, einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS12401"	"Stuten-milch"	"Substantiv"	"-"	"Pferdemilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"PS12465"	"Suckel"	"Substantiv"	4	"schwacher Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS12471"	"suckeln, zuckeln"	"Verb"	2	"trinken"	"Trinken"	"Trinken"
"PS12473"	"Suckels-brühe"	"Substantiv"	"-"	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PS12488"	"Sudel-bier"	"Substantiv"	"-"	"abgestandenes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PS12489"	"Sudel-brühe"	"Substantiv"	1	"Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PS12520"	"Suff"	"Substantiv"	2	"(schlechtes, fades) Getränk"	"Getränk"	"Getränk"
"PS12520"	"Suff"	"Substantiv"	"1a"	"das (übermäßige) Trinken von Alkohol, Trunksucht"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Getränk"
"PS12524"	"suffeln, süffeln"	"Verb"	"1c"	"heimlich trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PS12524"	"suffeln, süffeln"	"Verb"	"1b"	"fortwährend übermäßig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"Trinken"
"PS12524"	"suffeln, süffeln"	"Verb"	"1a"	"in kleinen Schlucken, genießerisch trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PS12675"	"süppern"	"Verb"	"-"	"in kleinen Schlucken genießerisch trinken, langsam trinken, nuckeln"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PS12743"	"Süß-milch"	"Substantiv"	"-"	"nicht angesäuerte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PS12745"	"Süß-most"	"Substantiv"	"-"	"frischer, unvergorener Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PU00207"	"über-sehen"	"Verb"	3	"sich einen Rausch antrinken"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"PU00522"	"um-stoßen"	"Verb"	"1b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PU00534"	"Um-trunk"	"Substantiv"	"-"	"gemeinsames Trinken in einer Runde"	"Trinken"	"Getränk"
"PU00917"	"unter-irdisch"	"Substantiv"	2	"der aus Kartoffeln hergestellte Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PU00941"	"Unter-länder"	"Substantiv"	"-"	"Wein aus dem Unterland"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PU01050"	"Unter-trunk"	"Substantiv"		"Trunk für den Mittag oder tagsüber zwischendurch"	"Getränk"	"Getränk"
"PW00449"	"Waldmeister-tee"	"Substantiv"	"-"	"Tee mit Waldmeisterblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PW00490"	"Wald-wein"	"Substantiv"	"-"	"Wein aus Lagen am Wald"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW00614"	"wamschen"	"Verb"	"1b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PW00931"	"Wasser"	"Substantiv"	"3b"	"mit bestimmten Zusätzen versehenes Wasser als Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PW00931"	"Wasser"	"Substantiv"	"3a"	"Alkohol, Branntwein, Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PW01079"	"Wasser-saufen"	"Substantiv"	"-"	"das Wassertrinken"	"Trinken"	"kein_Trinken"
"PW01284"	"Wegerich-tee"	"Substantiv"	"-"	"Kräutertee aus Wegerichblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"PW01332"	"weg-machen"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PW01418"	"Weh-milch"	"Substantiv"	"-"	"die erste dicke Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"PW01454"	"Weiber-klopfer"	"Substantiv"	"-"	"neuer Wein, Federweißer, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01510"	"weichen"	"Verb"	"2.2"	"einen trinken, saufen"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PW01677"	"Wein"	"Substantiv"	"1b"	"Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01677"	"Wein"	"Substantiv"	"1a"	"alkoholisches Getränk aus dem Saft von Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01705"	"weinen"	"Verb"	3	"Wein trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PW01720"	"Wein-geist"	"Substantiv"	"-"	"hochprozentiger Alkohol"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PW01776"	"Wein-puff"	"Substantiv"	"-"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PW01814"	"Wein-suppe"	"Substantiv"	2	"der gärende Most"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"PW01819"	"Wein-trub"	"Substantiv"	"-"	"der durch die Hefe getrübte letzte Wein im Faß"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01870"	"Weiß-bier"	"Substantiv"	"-"	"helles Bier, Weizenbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PW01880"	"weißeln"	"Verb"	"2a"	"viel trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"PW01899"	"Weiß-herbst"	"Substantiv"	2	"rötlicher Wein aus roten oder blauen Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01942"	"Weiß-wein"	"Substantiv"	"-"	"heller Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW01983"	"Weizen-bier"	"Substantiv"	"-"	"mit Gersten- und Weizenmalz gebrautes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"PW02221"	"Wermut"	"Substantiv"	2	"mit Wermut 1b hergestelltes bitteres alkoholisches Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"
"PW02528"	"Wieder-täufer"	"Substantiv"		"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW02762"	"Wilhelm"	"Substantiv"	3	"Schnaps aus Williams Christbirnen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PW03130"	"wippen, wippchen"	"Verb"	4	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PW03280"	"Witwen-macher"	"Substantiv"	"-"	"aus Traubenrückständen hergestellter Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PW03430"	"Wolfs-tee"	"Substantiv"	"-"	"Tee von der Königskerze"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"PW03707"	"Wupp-dich"	"Substantiv"	"2b"	"Branntwein, Schnaps allgemein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"PW03707"	"Wupp-dich"	"Substantiv"	"2a"	"ein Schluck oder ein Gläschen Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"PW03721"	"Wurf"	"Substantiv"	"2f"	"kleines Trinkglas, bzw. dessen Inhalt"	"Getränk"	"kein_Trinken"
"PXXX"	"Glüh-wein"	"Substantiv"	"-"	"Glühwein"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"
"PZ00225"	"zaubeln, zäubeln"	"Verb"	2	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PZ00281"	"zechen"	"Verb"	"-"	"(im Gasthaus) etwas trinken, verzehren; Gelage abhalten"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"PZ00283"	"Zecherei"	"Substantiv"	"-"	"ausgiebiges Trinken im Gasthaus"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Getränk"
"PZ00285"	"Zech-gelage"	"Substantiv"	"-"	"Besäufnis in geselliger Runde"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"PZ00485"	"zerren"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PZ00541"	"Zichorie"	"Substantiv"	"2a"	"fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"kein_Trinken"
"PZ00542"	"Zichorie-brühe"	"Substantiv"	"-"	"schlechter, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"PZ00545"	"Zichorie-kaffee"	"Substantiv"	"-"	"Getränk aus bzw. mit Zichorienwurzel"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"
"PZ00649"	"Ziel-wasser"	"Substantiv"	"-"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PZ00847"	"zipfeln"	"Verb"	"-"	"in kleinen Schlückchen trinken"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"PZ00874"	"zischen"	"Verb"	3	"trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PZ00892"	"Zitronen-saft"	"Substantiv"	"-"	"Flüssigkeit der Zitrone und das daraus bereitete Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"PZ00893"	"Zitronen-wasser"	"Substantiv"	"-"	"mit Zitronensaft gemischtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"PZ01038"	"zu-bringen"	"Verb"	3	"zutrinken, zuprosten"	"Trinken"	"kein_Trinken"
"PZ01090"	"Zucker-brühe"	"Substantiv"	"-"	"verzuckerter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"PZ01151"	"Zucker-wasser"	"Substantiv"	"1a"	"mit Zucker und Wasser angerührtes Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"
"PZ01154"	"Zucker-wein"	"Substantiv"	"-"	"(nur im Sommertagslied): Bezeichnung für süßen Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"PZ01382"	"zupfen"	"Verb"	"3b"	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PZ01410"	"zu-richten"	"Verb"	"2c"	"betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"PZ01775"	"zu-trinken"	"Verb"	"-"	"mit erhobenem Glas grüßen, zuprosten, zum Trinken  auffordern"	"Trinken"	"kein_Trinken"
"PZ02125"	"zwitschern"	"Verb"	3	"einen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"PZ02137"	"Zwockel-wein"	"Substantiv"	"-"	"Wein, der in Bayern gewachsen ist"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LD00392"	"dieschten"	"Verb"		"dursten"	"Durst"	"kein_Trinken"
"LD01151"	"Durscht"	"Substantiv"		"Durst"	"Durst"	"Durst"
"LD01155"	"durschtisch"	"Adjektiv"		"durstig"	"Durst"	"kein_Trinken"
"LF00496"	"ver-lechen"	"Verb"	"2."	"austrocknen, verschmachten vor Durst"	"Durst"	"kein_Trinken"
"LG00052"	"Galm"	"Substantiv"		"Durst, Qualm, Gestank"	"Durst"	"Durst"
"LD00927"	"Dronk"	"Substantiv"	"1."	"Trunk"	"Getränk"	"Getränk"
"LD00927"	"Dronk"	"Substantiv"	"2."	"Trank, heilkräftiges Getränk"	"Getränk"	"Getränk"
"LD01116"	"Tur II"	"Substantiv"	"2."	"Runde"	"Getränk"	"kein_Trinken"
"LD01139"	"Turne"	"Substantiv"	"1."	"Runde, für jeden am Tisch ein Glas"	"Getränk"	"kein_Trinken"
"LG00244"	"Ge-drenks"	"Substantiv"	"1."	"Getränke"	"Getränk"	"kein_Trinken"
"LG00947"	"Gom"	"Substantiv"	"4."	"ein süßliches Getränk"	"Getränk"	"Getränk"
"LM00280"	"Mehlsuffe"	"Substantiv"		"Trank mit beigemischtem M. für die Haustiere"	"Getränk"	"Getränk"
"LO00248"	"Owes-dronk"	"Substantiv"		"Abendtrunk"	"Getränk"	"kein_Trinken"
"LR00330"	"Rend I"	"Substantiv"		"Runde"	"Getränk"	"kein_Trinken"
"LR00660"	"Runding"	"Substantiv"		"Runde"	"Getränk"	"kein_Trinken"
"LW00439"	"Winkof"	"Substantiv"	"1."	"Trunk zur Bestätigung eines geschlossenen Kaufes od. Vertrags"	"Getränk"	"Getränk"
"LS02444"	"Suff"	"Substantiv"		"steifer Trank für Rindvieh u. Schweine; Küchenwasser zum Tränken des Viehs"	"Getränk"	"Getränk"
"LK00024"	"Kaffee"	"Substantiv"	"1."	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"LK00028"	"Kaffeebrih"	"Substantiv"		"schlechter Milchkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"LM00713"	"Musikante-brih"	"Substantiv"		"(eigentl. Musikantenbrühe) verächtl. für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"kein_Trinken"
"LS00650"	"Schlauder-wasser"	"Substantiv"		"dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"LS00792"	"Schluri"	"Substantiv"	"2."	"Spitzname für schlechten Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"kein_Trinken"
"LW00150"	"Wasser"	"Substantiv"	"2."	"wässeriger Kaffee, dünne Suppe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"LE00056"	"Eichelkaffee"	"Substantiv"		"Eichelkaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"kein_Trinken"
"LB01103"	"Blotz-milch"	"Substantiv"		"Buttermilch, die durch Butter blotze entsteht"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"LB01322"	"Brach"	"Substantiv"		"dicke Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LB01497"	"Brockel"	"Substantiv"	"1."	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LD00368"	"Dick-milch"	"Substantiv"		"sauer Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LM00226"	"Matten"	"Substantiv"	"1."	"geronnene Milch, aus der Käse gemacht wird; Käsmatte"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LM00317"	"Melkersch"	"Substantiv"		"soviel Milch, als in einem Mal gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LM00416"	"Milch"	"Substantiv"		"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LN00228"	"Ninni"	"Substantiv"		"Milch in der Kindersprache"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
