xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Konzeptübereinstimmung
PR01901	Risser	Risser	Substantiv	2e	neuer, noch gärender Wein mit prickelndem Geschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PR02375	Rot-wein	Rotwein	Substantiv	-	Rotwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PR02699	Rülps-wasser	Rülpswasser	Substantiv	-	Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PR02776	Runde	Runde	Substantiv	1	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk	perfekt
PR02804	Rundung	Rundung	Substantiv	x2	von einem Teilnehmer einer Gesellschaft gestiftetes Getränk	Getränk	Getränk	perfekt
PR02848	rupfen	rupfen	Verb	2g	trinken	Trinken	Trinken	perfekt
PS00092	Säckels-brühe	Säckelsbrühe	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS00099	Säcker, Säckert	Säcker, Säckert	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS00181	Saft	Saft	Substantiv	2b	als Getränk, Heilmittel zubereiteter Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PS00824	Sauerampfel-brühe	Sauerampfelbrühe	Substantiv	-	saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS00860	Sauer-milch	Sauermilch	Substantiv	-	geronnene (ungekochte) Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS00895	säufeln	säufeln	Verb	-	trinken	Trinken	Trinken	perfekt
PS00897	saufen	saufen	Verb	2a	im Übermaß Alkohol trinken, sich betrinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PS00897	saufen	saufen	Verb	2b	(derb) trinken, bes. gierig, ungesittet trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PS00907	Sauferei	Sauferei	Substantiv	-	Zechgelage, das fortwährende, unmäßige Trinken von Alkohol	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	perfekt
PS00963	Sau-gesüff	Saugesüff	Substantiv	-	minderwertiger, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS01303	Schächer	Schächer	Substantiv	2b	Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS01466	Schafs-milch, Schaf-milch	Schafsmilch, Schafmilch	Substantiv	-	Schafsmilch, Schafmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS01660	Schampanjer Champagner, Schampanjer	Schampanjer Champagner, Schampanjer	Substantiv	1	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS01666	Schampus	Schampus	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS01844	schaskeln	schaskeln	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS01845	schaskenen	schaskenen	Verb	-	(alkoholische Getränke) trinken, sich dem Trinken ergeben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS02339	Schiefer-wein	Schieferwein	Substantiv	-	minderwertiger Wein aus schieferigem Boden	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS02374	schießen	schießen	Verb	2d	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS02433	Schilcher	Schilcher	Substantiv	2	blaßroter, geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS02455	Schilkser	Schilkser	Substantiv	-	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS02610	Schlabber-brühe	Schlabberbrühe	Substantiv	-	schlechtes, fades Getränk	Getränk	Getränk	perfekt
PS02621	Schlabber-milch	Schlabbermilch	Substantiv	-	geronnene Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS02634	schlachten	schlachten	Verb	3	einen schlachten = einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS02826	Schlamper, Schlämper	Schlamper, Schlämper	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS03089	Schleh-schnaps	Schlehschnaps	Substantiv	-	aus Schlehen hergestellter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS03107	Schleich-wein	Schleichwein	Substantiv		mit Hefe durchsetzter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS03228	schlenkern	schlenkern	Verb	3a	trinken, einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS03336	Schlingel	Schlingel	Substantiv	3	schlechter, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS03349	Schlinken-putzer	Schlinkenputzer	Substantiv	1b	schlechter Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS03438	Schloriampels-brühe	Schloriampelsbrühe	Substantiv	-	schales, fades Getränk, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PS03439	Schlorum	Schlorum	Substantiv	1a	Kaffee; schaler, dünner Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PS03608	Schlurpser	Schlurpser	Substantiv	1	Schluck, Trunk	Getränk	Getränk	perfekt
PS03619	Schlüsselblumen-tee	Schlüsselblumentee	Substantiv	-	Tee aus den Blüten der Schlüsselblume	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PS03646	schlutzern	schlutzern	Verb	2	(in kleinen Schlucken, schlürfend) trinken	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Geräuschvoll_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
PS03901	schmieren	schmieren	Verb	3	trinken, zu trinken geben	Trinken	Trinken	perfekt
PS03951	Schmisser	Schmisser	Substantiv	3	trockener, harter Wein, der einen umwirft	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS03987	Schmoras	Schmoras	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PS03989	schmoren	schmoren	Verb	2	einen trinken, einen heben	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS04187	schnallen	schnallen	Verb	x5	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS04193	Schnalzer	Schnalzer	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS04254	schnäpseln	schnäpseln	Verb	-	gerne und oft Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PS04255	schnapsen	schnapsen	Verb	-	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS04261	Schnaps-gepfetze	Schnapsgepfetze	Substantiv	-	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS04351	Schnaubian	Schnaubian	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS04576	schnellern	schnellern	Verb	5	einen (Schoppen, Schnaps usw.) trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS04675	Schnips	Schnips	Substantiv	2	ein Gläschen Schnaps oder einfachen Kornbranntweins	Trinken.Alkohol_trinken	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	kein
PS04715	Schnitt-wein	Schnittwein	Substantiv	-	Wein aus der letzten Mostpressung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS04720	Schnitz-brühe	Schnitzbrühe	Substantiv		Wasser, in dem Apfel- oder Birnenstücke gekocht wurden	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PS04979	Schoker	Schoker	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PS05045	schöpfen	schöpfen	Verb	3	ausgiebig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PS05059	schöppeln	schöppeln	Verb	-	(gern und häufig) trinken	Trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PS05097	Schorle	Schorle	Substantiv	-	Wein und Mineralwasser (meist) je zur Hälfte vermischt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PS05893	Schüttel-riesling	Schüttelriesling	Substantiv	-	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS05980	schwächen	schwächen	Verb	2	Alkohol trinken, einen trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS06158	schwappeln	schwappeln	Verb	2	viel Alkohol trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	perfekt
PS06159	schwappen	schwappen	Verb	3	Alkohol trinken, stark trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PS06319	schwefeln	schwefeln	Verb	1.2	einen schwefeln = einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS06825	Seelen-wärmer, Seel-	Seelenwärmer, Seelwärmer	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS07695	Sirup	Sirup	Substantiv	-	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	kein_Trinken	kein
PS07765	Soda-wasser	Sodawasser	Substantiv	-	kohlensäurehaltiges Mineralwasser, Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PS08119	Soruf	Soruf	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS09465	Sprudel	Sprudel	Substantiv	-	kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PS09525	spulen	spulen	Verb	x2b	tüchtig trinken	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PS09548	Spülwasser-brühe	Spülwasserbrühe	Substantiv	-	dünnes, fades Getränk	Getränk	Getränk	perfekt
PS09663	Stachelbeer-wein	Stachelbeerwein	Substantiv	-	Obstwein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS10098	stauben	stauben	Verb	5	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS10586	stemmen	stemmen	Verb	3	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS10768	Stich-wein	Stichwein	Substantiv	2	Wein mit einem Essigstich	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS10768	Stich-wein	Stichwein	Substantiv	1	der Wein eines vorzüglichen Jahrganges	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS10811	Stieber	Stieber	Substantiv	3b'g	der große Durst nach einem Rausch, Brand	Durst	Durst	perfekt
PS10923	stillen	stillen	Verb	2c	trinken	Trinken	Trinken	perfekt
PS11136	Stoff, Stuft	Stoff, Stuft	Substantiv	3	alkoholisches Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	perfekt
PS11336	Storzen	Storzen	Substantiv	5	ein Bier- oder Weinrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS11348	Stößel-wein	Stößelwein	Substantiv		Wein aus unreifen, zerstampften Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PS11349	stoßen	stoßen	Verb	5d	tüchtig einen trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
PS11375	Stoß-milch	Stoßmilch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS12380	stürzen	stürzen	Verb	3b	ein Glas umdrehen, einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PS12401	Stuten-milch	Stutenmilch	Substantiv	-	Pferdemilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS12465	Suckel	Suckel	Substantiv	4	schwacher Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PS12488	Sudel-bier	Sudelbier	Substantiv	-	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	perfekt
PS12489	Sudel-brühe	Sudelbrühe	Substantiv	1	Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk; Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PS12520	Suff	Suff	Substantiv	2	(schlechtes, fades) Getränk	Getränk	Getränk	perfekt
PS12520	Suff	Suff	Substantiv	1a	das (übermäßige) Trinken von Alkohol, Trunksucht	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	perfekt
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1b	fortwährend übermäßig trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken.Alkohol_trinken	perfekt
PS12524	suffeln, süffeln	suffeln, süffeln	Verb	1a	in kleinen Schlucken, genießerisch trinken	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
PS12675	süppern	süppern	Verb	-	in kleinen Schlucken genießerisch trinken, langsam trinken, nuckeln	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
PS12743	Süß-milch	Süßmilch	Substantiv	-	nicht angesäuerte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PS12745	Süß-most	Süßmost	Substantiv	-	frischer, unvergorener Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PU00207	über-sehen	übersehen	Verb	3	sich einen Rausch antrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PU00522	um-stoßen	umstoßen	Verb	1b	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PU00534	Um-trunk	Umtrunk	Substantiv	-	gemeinsames Trinken in einer Runde	Trinken	Trinken; Trinken.Alkohol_trinken	perfekt
PU00917	unter-irdisch	unterirdisch	Substantiv	2	der aus Kartoffeln hergestellte Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PU00941	Unter-länder	Unterländer	Substantiv	-	Wein aus dem Unterland	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PU01050	Unter-trunk	Untertrunk	Substantiv		Trunk für den Mittag oder tagsüber zwischendurch	Getränk	Getränk	perfekt
PW00931	Wasser	Wasser	Substantiv	3b	mit bestimmten Zusätzen versehenes Wasser als Getränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PW00931	Wasser	Wasser	Substantiv	3a	Alkohol, Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PW01079	Wasser-saufen	Wassersaufen	Substantiv	-	das Wassertrinken	Trinken	Trinken	perfekt
PW01284	Wegerich-tee	Wegerichtee	Substantiv	-	Kräutertee aus Wegerichblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PW01332	weg-machen	wegmachen	Verb	3	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PW01418	Weh-milch	Wehmilch	Substantiv	-	die erste dicke Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PW01454	Weiber-klopfer	Weiberklopfer	Substantiv	-	neuer Wein, Federweißer, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PW01510	weichen	weichen	Verb	2.2	einen trinken, saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PW01677	Wein	Wein	Substantiv	1b	Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PW01880	weißeln	weißeln	Verb	2a	viel trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken; Trinken	perfekt
PW01899	Weiß-herbst	Weißherbst	Substantiv	2	rötlicher Wein aus roten oder blauen Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PW02221	Wermut	Wermut	Substantiv	2	mit Wermut 1b hergestelltes bitteres alkoholisches Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PW02762	Wilhelm	Wilhelm	Substantiv	3	Schnaps aus Williams Christbirnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PW03280	Witwen-macher	Witwenmacher	Substantiv	-	aus Traubenrückständen hergestellter Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PW03430	Wolfs-tee	Wolfstee	Substantiv	-	Tee von der Königskerze	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
